episode_index,task,frame_index,duration_steps,event_observed,right_censored
15,libero_10_task3,109,31,True,False
15,libero_10_task3,110,30,True,False
15,libero_10_task3,111,29,True,False
15,libero_10_task3,112,28,True,False
15,libero_10_task3,113,27,True,False
15,libero_10_task3,114,26,True,False
15,libero_10_task3,115,25,True,False
15,libero_10_task3,116,24,True,False
15,libero_10_task3,117,23,True,False
15,libero_10_task3,118,22,True,False
15,libero_10_task3,119,21,True,False
15,libero_10_task3,120,20,True,False
15,libero_10_task3,121,19,True,False
15,libero_10_task3,122,18,True,False
15,libero_10_task3,123,17,True,False
15,libero_10_task3,124,16,True,False
15,libero_10_task3,125,15,True,False
15,libero_10_task3,126,14,True,False
15,libero_10_task3,127,13,True,False
15,libero_10_task3,128,12,True,False
15,libero_10_task3,129,11,True,False
15,libero_10_task3,130,10,True,False
15,libero_10_task3,131,9,True,False
15,libero_10_task3,132,8,True,False
15,libero_10_task3,133,7,True,False
15,libero_10_task3,134,6,True,False
15,libero_10_task3,135,5,True,False
15,libero_10_task3,136,4,True,False
15,libero_10_task3,137,3,True,False
15,libero_10_task3,138,2,True,False
15,libero_10_task3,139,1,True,False
15,libero_10_task3,140,101,False,True
15,libero_10_task3,141,100,False,True
15,libero_10_task3,142,99,False,True
15,libero_10_task3,143,98,False,True
15,libero_10_task3,144,97,False,True
15,libero_10_task3,145,96,False,True
15,libero_10_task3,146,95,False,True
15,libero_10_task3,147,94,False,True
15,libero_10_task3,148,93,False,True
15,libero_10_task3,149,92,False,True
15,libero_10_task3,150,91,False,True
15,libero_10_task3,151,90,False,True
15,libero_10_task3,152,89,False,True
15,libero_10_task3,153,88,False,True
15,libero_10_task3,154,87,False,True
15,libero_10_task3,155,86,False,True
15,libero_10_task3,156,85,False,True
15,libero_10_task3,157,84,False,True
15,libero_10_task3,158,83,False,True
15,libero_10_task3,159,82,False,True
15,libero_10_task3,160,81,False,True
15,libero_10_task3,161,80,False,True
15,libero_10_task3,162,79,False,True
15,libero_10_task3,163,78,False,True
15,libero_10_task3,164,77,False,True
15,libero_10_task3,165,76,False,True
15,libero_10_task3,166,75,False,True
15,libero_10_task3,167,74,False,True
15,libero_10_task3,168,73,False,True
15,libero_10_task3,169,72,False,True
15,libero_10_task3,170,71,False,True
15,libero_10_task3,171,70,False,True
15,libero_10_task3,172,69,False,True
15,libero_10_task3,173,68,False,True
15,libero_10_task3,174,67,False,True
15,libero_10_task3,175,66,False,True
15,libero_10_task3,176,65,False,True
15,libero_10_task3,177,64,False,True
15,libero_10_task3,178,63,False,True
15,libero_10_task3,179,62,False,True
15,libero_10_task3,180,61,False,True
15,libero_10_task3,181,60,False,True
15,libero_10_task3,182,59,False,True
15,libero_10_task3,183,58,False,True
15,libero_10_task3,184,57,False,True
15,libero_10_task3,185,56,False,True
15,libero_10_task3,186,55,False,True
15,libero_10_task3,187,54,False,True
15,libero_10_task3,188,53,False,True
15,libero_10_task3,189,52,False,True
15,libero_10_task3,190,51,False,True
15,libero_10_task3,191,50,False,True
15,libero_10_task3,192,49,False,True
15,libero_10_task3,193,48,False,True
15,libero_10_task3,194,47,False,True
15,libero_10_task3,195,46,False,True
15,libero_10_task3,196,45,False,True
15,libero_10_task3,197,44,False,True
15,libero_10_task3,198,43,False,True
15,libero_10_task3,199,42,False,True
15,libero_10_task3,200,41,False,True
15,libero_10_task3,201,40,False,True
15,libero_10_task3,202,39,False,True
15,libero_10_task3,203,38,False,True
15,libero_10_task3,204,37,False,True
15,libero_10_task3,205,36,False,True
15,libero_10_task3,206,35,False,True
15,libero_10_task3,207,34,False,True
15,libero_10_task3,208,33,False,True
15,libero_10_task3,209,32,False,True
15,libero_10_task3,210,31,False,True
15,libero_10_task3,211,30,False,True
15,libero_10_task3,212,29,False,True
15,libero_10_task3,213,28,False,True
15,libero_10_task3,214,27,False,True
15,libero_10_task3,215,26,False,True
15,libero_10_task3,216,25,False,True
15,libero_10_task3,217,24,False,True
15,libero_10_task3,218,23,False,True
15,libero_10_task3,219,22,False,True
15,libero_10_task3,220,21,False,True
15,libero_10_task3,221,20,False,True
15,libero_10_task3,222,19,False,True
15,libero_10_task3,223,18,False,True
15,libero_10_task3,224,17,False,True
15,libero_10_task3,225,16,False,True
15,libero_10_task3,226,15,False,True
15,libero_10_task3,227,14,False,True
15,libero_10_task3,228,13,False,True
15,libero_10_task3,229,12,False,True
15,libero_10_task3,230,11,False,True
15,libero_10_task3,231,10,False,True
15,libero_10_task3,232,9,False,True
15,libero_10_task3,233,8,False,True
15,libero_10_task3,234,7,False,True
15,libero_10_task3,235,6,False,True
15,libero_10_task3,236,5,False,True
15,libero_10_task3,237,4,False,True
15,libero_10_task3,238,3,False,True
15,libero_10_task3,239,2,False,True
15,libero_10_task3,240,1,False,True
15,libero_10_task3,241,0,False,True
16,libero_10_task3,0,76,True,False
16,libero_10_task3,1,75,True,False
16,libero_10_task3,2,74,True,False
16,libero_10_task3,3,73,True,False
16,libero_10_task3,4,72,True,False
16,libero_10_task3,5,71,True,False
16,libero_10_task3,6,70,True,False
16,libero_10_task3,7,69,True,False
16,libero_10_task3,8,68,True,False
16,libero_10_task3,9,67,True,False
16,libero_10_task3,10,66,True,False
16,libero_10_task3,11,65,True,False
16,libero_10_task3,12,64,True,False
16,libero_10_task3,13,63,True,False
16,libero_10_task3,14,62,True,False
16,libero_10_task3,15,61,True,False
16,libero_10_task3,16,60,True,False
16,libero_10_task3,17,59,True,False
16,libero_10_task3,18,58,True,False
16,libero_10_task3,19,57,True,False
16,libero_10_task3,20,56,True,False
16,libero_10_task3,21,55,True,False
16,libero_10_task3,22,54,True,False
16,libero_10_task3,23,53,True,False
16,libero_10_task3,24,52,True,False
16,libero_10_task3,25,51,True,False
16,libero_10_task3,26,50,True,False
16,libero_10_task3,27,49,True,False
16,libero_10_task3,28,48,True,False
16,libero_10_task3,29,47,True,False
16,libero_10_task3,30,46,True,False
16,libero_10_task3,31,45,True,False
16,libero_10_task3,32,44,True,False
16,libero_10_task3,33,43,True,False
16,libero_10_task3,34,42,True,False
16,libero_10_task3,35,41,True,False
16,libero_10_task3,36,40,True,False
16,libero_10_task3,37,39,True,False
16,libero_10_task3,38,38,True,False
16,libero_10_task3,39,37,True,False
16,libero_10_task3,40,36,True,False
16,libero_10_task3,41,35,True,False
16,libero_10_task3,42,34,True,False
16,libero_10_task3,43,33,True,False
16,libero_10_task3,44,32,True,False
16,libero_10_task3,45,31,True,False
16,libero_10_task3,46,30,True,False
16,libero_10_task3,47,29,True,False
16,libero_10_task3,48,28,True,False
16,libero_10_task3,49,27,True,False
16,libero_10_task3,50,26,True,False
16,libero_10_task3,51,25,True,False
16,libero_10_task3,52,24,True,False
16,libero_10_task3,53,23,True,False
16,libero_10_task3,54,22,True,False
16,libero_10_task3,55,21,True,False
16,libero_10_task3,56,20,True,False
16,libero_10_task3,57,19,True,False
16,libero_10_task3,58,18,True,False
16,libero_10_task3,59,17,True,False
16,libero_10_task3,60,16,True,False
16,libero_10_task3,61,15,True,False
16,libero_10_task3,62,14,True,False
16,libero_10_task3,63,13,True,False
16,libero_10_task3,64,12,True,False
16,libero_10_task3,65,11,True,False
16,libero_10_task3,66,10,True,False
16,libero_10_task3,67,9,True,False
16,libero_10_task3,68,8,True,False
16,libero_10_task3,69,7,True,False
16,libero_10_task3,70,6,True,False
16,libero_10_task3,71,5,True,False
16,libero_10_task3,72,4,True,False
16,libero_10_task3,73,3,True,False
16,libero_10_task3,74,2,True,False
16,libero_10_task3,75,1,True,False
16,libero_10_task3,76,79,True,False
16,libero_10_task3,77,78,True,False
16,libero_10_task3,78,77,True,False
16,libero_10_task3,79,76,True,False
16,libero_10_task3,80,75,True,False
16,libero_10_task3,81,74,True,False
16,libero_10_task3,82,73,True,False
16,libero_10_task3,83,72,True,False
16,libero_10_task3,84,71,True,False
16,libero_10_task3,85,70,True,False
16,libero_10_task3,86,69,True,False
16,libero_10_task3,87,68,True,False
16,libero_10_task3,88,67,True,False
16,libero_10_task3,89,66,True,False
16,libero_10_task3,90,65,True,False
16,libero_10_task3,91,64,True,False
16,libero_10_task3,92,63,True,False
16,libero_10_task3,93,62,True,False
16,libero_10_task3,94,61,True,False
16,libero_10_task3,95,60,True,False
16,libero_10_task3,96,59,True,False
16,libero_10_task3,97,58,True,False
16,libero_10_task3,98,57,True,False
16,libero_10_task3,99,56,True,False
16,libero_10_task3,100,55,True,False
16,libero_10_task3,101,54,True,False
16,libero_10_task3,102,53,True,False
16,libero_10_task3,103,52,True,False
16,libero_10_task3,104,51,True,False
16,libero_10_task3,105,50,True,False
16,libero_10_task3,106,49,True,False
16,libero_10_task3,107,48,True,False
16,libero_10_task3,108,47,True,False
16,libero_10_task3,109,46,True,False
16,libero_10_task3,110,45,True,False
16,libero_10_task3,111,44,True,False
16,libero_10_task3,112,43,True,False
16,libero_10_task3,113,42,True,False
16,libero_10_task3,114,41,True,False
16,libero_10_task3,115,40,True,False
16,libero_10_task3,116,39,True,False
16,libero_10_task3,117,38,True,False
16,libero_10_task3,118,37,True,False
16,libero_10_task3,119,36,True,False
16,libero_10_task3,120,35,True,False
16,libero_10_task3,121,34,True,False
16,libero_10_task3,122,33,True,False
16,libero_10_task3,123,32,True,False
16,libero_10_task3,124,31,True,False
16,libero_10_task3,125,30,True,False
16,libero_10_task3,126,29,True,False
16,libero_10_task3,127,28,True,False
16,libero_10_task3,128,27,True,False
16,libero_10_task3,129,26,True,False
16,libero_10_task3,130,25,True,False
16,libero_10_task3,131,24,True,False
16,libero_10_task3,132,23,True,False
16,libero_10_task3,133,22,True,False
16,libero_10_task3,134,21,True,False
16,libero_10_task3,135,20,True,False
16,libero_10_task3,136,19,True,False
16,libero_10_task3,137,18,True,False
16,libero_10_task3,138,17,True,False
16,libero_10_task3,139,16,True,False
16,libero_10_task3,140,15,True,False
16,libero_10_task3,141,14,True,False
16,libero_10_task3,142,13,True,False
16,libero_10_task3,143,12,True,False
16,libero_10_task3,144,11,True,False
16,libero_10_task3,145,10,True,False
16,libero_10_task3,146,9,True,False
16,libero_10_task3,147,8,True,False
16,libero_10_task3,148,7,True,False
16,libero_10_task3,149,6,True,False
16,libero_10_task3,150,5,True,False
16,libero_10_task3,151,4,True,False
16,libero_10_task3,152,3,True,False
16,libero_10_task3,153,2,True,False
16,libero_10_task3,154,1,True,False
16,libero_10_task3,155,92,False,True
16,libero_10_task3,156,91,False,True
16,libero_10_task3,157,90,False,True
16,libero_10_task3,158,89,False,True
16,libero_10_task3,159,88,False,True
16,libero_10_task3,160,87,False,True
16,libero_10_task3,161,86,False,True
16,libero_10_task3,162,85,False,True
16,libero_10_task3,163,84,False,True
16,libero_10_task3,164,83,False,True
16,libero_10_task3,165,82,False,True
16,libero_10_task3,166,81,False,True
16,libero_10_task3,167,80,False,True
16,libero_10_task3,168,79,False,True
16,libero_10_task3,169,78,False,True
16,libero_10_task3,170,77,False,True
16,libero_10_task3,171,76,False,True
16,libero_10_task3,172,75,False,True
16,libero_10_task3,173,74,False,True
16,libero_10_task3,174,73,False,True
16,libero_10_task3,175,72,False,True
16,libero_10_task3,176,71,False,True
16,libero_10_task3,177,70,False,True
16,libero_10_task3,178,69,False,True
16,libero_10_task3,179,68,False,True
16,libero_10_task3,180,67,False,True
16,libero_10_task3,181,66,False,True
16,libero_10_task3,182,65,False,True
16,libero_10_task3,183,64,False,True
16,libero_10_task3,184,63,False,True
16,libero_10_task3,185,62,False,True
16,libero_10_task3,186,61,False,True
16,libero_10_task3,187,60,False,True
16,libero_10_task3,188,59,False,True
16,libero_10_task3,189,58,False,True
16,libero_10_task3,190,57,False,True
16,libero_10_task3,191,56,False,True
16,libero_10_task3,192,55,False,True
16,libero_10_task3,193,54,False,True
16,libero_10_task3,194,53,False,True
16,libero_10_task3,195,52,False,True
16,libero_10_task3,196,51,False,True
16,libero_10_task3,197,50,False,True
16,libero_10_task3,198,49,False,True
16,libero_10_task3,199,48,False,True
16,libero_10_task3,200,47,False,True
16,libero_10_task3,201,46,False,True
16,libero_10_task3,202,45,False,True
16,libero_10_task3,203,44,False,True
16,libero_10_task3,204,43,False,True
16,libero_10_task3,205,42,False,True
16,libero_10_task3,206,41,False,True
16,libero_10_task3,207,40,False,True
16,libero_10_task3,208,39,False,True
16,libero_10_task3,209,38,False,True
16,libero_10_task3,210,37,False,True
16,libero_10_task3,211,36,False,True
16,libero_10_task3,212,35,False,True
16,libero_10_task3,213,34,False,True
16,libero_10_task3,214,33,False,True
16,libero_10_task3,215,32,False,True
16,libero_10_task3,216,31,False,True
16,libero_10_task3,217,30,False,True
16,libero_10_task3,218,29,False,True
16,libero_10_task3,219,28,False,True
16,libero_10_task3,220,27,False,True
16,libero_10_task3,221,26,False,True
16,libero_10_task3,222,25,False,True
16,libero_10_task3,223,24,False,True
16,libero_10_task3,224,23,False,True
16,libero_10_task3,225,22,False,True
16,libero_10_task3,226,21,False,True
16,libero_10_task3,227,20,False,True
16,libero_10_task3,228,19,False,True
16,libero_10_task3,229,18,False,True
16,libero_10_task3,230,17,False,True
16,libero_10_task3,231,16,False,True
16,libero_10_task3,232,15,False,True
16,libero_10_task3,233,14,False,True
16,libero_10_task3,234,13,False,True
16,libero_10_task3,235,12,False,True
16,libero_10_task3,236,11,False,True
16,libero_10_task3,237,10,False,True
16,libero_10_task3,238,9,False,True
16,libero_10_task3,239,8,False,True
16,libero_10_task3,240,7,False,True
16,libero_10_task3,241,6,False,True
16,libero_10_task3,242,5,False,True
16,libero_10_task3,243,4,False,True
16,libero_10_task3,244,3,False,True
16,libero_10_task3,245,2,False,True
16,libero_10_task3,246,1,False,True
16,libero_10_task3,247,0,False,True
31,libero_10_task3,0,85,True,False
31,libero_10_task3,1,84,True,False
31,libero_10_task3,2,83,True,False
31,libero_10_task3,3,82,True,False
31,libero_10_task3,4,81,True,False
31,libero_10_task3,5,80,True,False
31,libero_10_task3,6,79,True,False
31,libero_10_task3,7,78,True,False
31,libero_10_task3,8,77,True,False
31,libero_10_task3,9,76,True,False
31,libero_10_task3,10,75,True,False
31,libero_10_task3,11,74,True,False
31,libero_10_task3,12,73,True,False
31,libero_10_task3,13,72,True,False
31,libero_10_task3,14,71,True,False
31,libero_10_task3,15,70,True,False
31,libero_10_task3,16,69,True,False
31,libero_10_task3,17,68,True,False
31,libero_10_task3,18,67,True,False
31,libero_10_task3,19,66,True,False
31,libero_10_task3,20,65,True,False
31,libero_10_task3,21,64,True,False
31,libero_10_task3,22,63,True,False
31,libero_10_task3,23,62,True,False
31,libero_10_task3,24,61,True,False
31,libero_10_task3,25,60,True,False
31,libero_10_task3,26,59,True,False
