task_key,split,group,episode,delay_steps,valid_target_count,utility,revision_or_abs_diff,translation_revision,rotation_revision,gripper_sign_disagreement
libero_object:task3,development,gripper,5,20,112,0.8892239332199097,0.222511425614357,,,0.1071428582072258
libero_object:task3,development,gripper,6,20,122,0.8805621266365051,0.2401420772075653,,,0.1147540956735611
libero_object:task3,development,gripper,7,20,260,0.7825069427490234,0.43628740310668945,,,0.2153846174478531
libero_object:task3,development,gripper,8,20,112,0.9309917688369751,0.13828134536743164,,,0.0625
libero_object:task3,development,gripper,9,20,111,0.9039197564125061,0.19304104149341583,,,0.09009008854627609
libero_object:task3,development,gripper,0,32,99,0.9449623227119446,0.11023001372814178,,,0.05050504952669144
libero_object:task3,development,gripper,1,32,101,0.847649097442627,0.30550676584243774,,,0.14851485192775726
libero_object:task3,development,gripper,2,32,119,0.8416765332221985,0.31802400946617126,,,0.15126051008701324
libero_object:task3,development,gripper,3,32,107,0.82651287317276,0.3480271100997925,,,0.1682243049144745
libero_object:task3,development,gripper,4,32,98,0.842586100101471,0.3161720037460327,,,0.15306122601032257
libero_object:task3,development,gripper,5,32,100,0.8750645518302917,0.25083547830581665,,,0.11999999731779099
libero_object:task3,development,gripper,6,32,110,0.8771701455116272,0.24710239470005035,,,0.11818181723356247
libero_object:task3,development,gripper,7,32,248,0.734197199344635,0.5331905484199524,,,0.2620967626571655
libero_object:task3,development,gripper,8,32,100,0.915852427482605,0.16831304132938385,,,0.07999999821186066
libero_object:task3,development,gripper,9,32,99,0.8636351823806763,0.2738387882709503,,,0.13131313025951385
libero_object:task5,held_out,arm,0,0,195,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,1,0,135,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,2,0,127,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,3,0,200,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,4,0,179,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,5,0,136,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,6,0,154,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,7,0,196,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,8,0,280,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,9,0,280,1.0,0.0,0.0,0.0,0.0
libero_object:task5,held_out,arm,0,4,191,0.6757208704948425,0.3242790699005127,0.3718470335006714,0.6676398515701294,0.1256544440984726
libero_object:task5,held_out,arm,1,4,131,0.6998310089111328,0.3001689910888672,0.3268977105617523,0.6064777374267578,0.08396946638822556
libero_object:task5,held_out,arm,2,4,123,0.6935986280441284,0.30640140175819397,0.34811314940452576,0.5959276556968689,0.0731707289814949
libero_object:task5,held_out,arm,3,4,196,0.6655217409133911,0.33447834849357605,0.40699270367622375,0.6907188892364502,0.16836734116077423
libero_object:task5,held_out,arm,4,4,175,0.6768990755081177,0.3231009244918823,0.37280577421188354,0.6604717969894409,0.2514285743236542
libero_object:task5,held_out,arm,5,4,132,0.6811115741729736,0.318888396024704,0.3616807460784912,0.6549078226089478,0.06818182021379471
libero_object:task5,held_out,arm,6,4,150,0.6917354464530945,0.30826449394226074,0.3413819372653961,0.6146146655082703,0.11999999731779099
libero_object:task5,held_out,arm,7,4,192,0.6648655533790588,0.335134357213974,0.39428773522377014,0.7199678421020508,0.2135416716337204
libero_object:task5,held_out,arm,8,4,276,0.6437480449676514,0.356251984834671,0.4448600709438324,0.7583526372909546,0.22101449966430664
libero_object:task5,held_out,arm,9,4,276,0.6409589052200317,0.3590410351753235,0.5046311020851135,0.7218747138977051,0.32608696818351746
libero_object:task5,held_out,arm,0,8,187,0.6785838007926941,0.32141613960266113,0.3809087872505188,0.6436725854873657,0.28342247009277344
libero_object:task5,held_out,arm,1,8,127,0.6871485114097595,0.3128514587879181,0.33096829056739807,0.6580691337585449,0.07874015718698502
libero_object:task5,held_out,arm,2,8,119,0.6864098906517029,0.3135901093482971,0.3711484968662262,0.6114223599433899,0.08403361588716507
libero_object:task5,held_out,arm,3,8,192,0.6657628417015076,0.33423709869384766,0.40483519434928894,0.6866642832756042,0.1770833283662796
libero_object:task5,held_out,arm,4,8,171,0.6699991226196289,0.3300009071826935,0.4150922894477844,0.6650215983390808,0.28654971718788147
libero_object:task5,held_out,arm,5,8,128,0.6781226396560669,0.3218773603439331,0.3966924548149109,0.6494531631469727,0.09375
libero_object:task5,held_out,arm,6,8,146,0.6988333463668823,0.3011666238307953,0.33549851179122925,0.5910259485244751,0.15753424167633057
libero_object:task5,held_out,arm,7,8,188,0.6652103066444397,0.3347897529602051,0.42041927576065063,0.679793655872345,0.20212766528129578
libero_object:task5,held_out,arm,8,8,272,0.6392108798027039,0.36078912019729614,0.4778987169265747,0.7441936731338501,0.25
libero_object:task5,held_out,arm,9,8,272,0.6201568841934204,0.3798430263996124,0.5787612795829773,0.7575055360794067,0.36764705181121826
libero_object:task5,held_out,arm,0,16,179,0.6317492723464966,0.3682507276535034,0.5454400777816772,0.7624279856681824,0.31843575835227966
libero_object:task5,held_out,arm,1,16,119,0.6834120154380798,0.31658801436424255,0.35125732421875,0.6611413955688477,0.10084033757448196
libero_object:task5,held_out,arm,2,16,111,0.6760997772216797,0.32390016317367554,0.38967442512512207,0.6517808437347412,0.09009008854627609
libero_object:task5,held_out,arm,3,16,184,0.6646062135696411,0.3353937864303589,0.4304509460926056,0.681950032711029,0.19021739065647125
libero_object:task5,held_out,arm,4,16,163,0.6297942399978638,0.3702057898044586,0.557251513004303,0.7615798115730286,0.3190183937549591
libero_object:task5,held_out,arm,5,16,120,0.6783612966537476,0.32163867354393005,0.3813069462776184,0.661200761795044,0.06666667014360428
libero_object:task5,held_out,arm,6,16,138,0.6823498606681824,0.31765010952949524,0.34664463996887207,0.6516082286834717,0.15942029654979706
libero_object:task5,held_out,arm,7,16,180,0.647074818611145,0.352925181388855,0.4892369508743286,0.7142254114151001,0.25
libero_object:task5,held_out,arm,8,16,264,0.6047999262809753,0.39520013332366943,0.631156325340271,0.7898700833320618,0.4469696879386902
libero_object:task5,held_out,arm,9,16,264,0.585459291934967,0.41454073786735535,0.7272799015045166,0.8341423869132996,0.42424243688583374
libero_object:task5,held_out,arm,0,20,175,0.6296427249908447,0.3703572154045105,0.5800752639770508,0.7276484370231628,0.33142855763435364
libero_object:task5,held_out,arm,1,20,115,0.6748577356338501,0.3251422345638275,0.3884519040584564,0.6505179405212402,0.12173912674188614
libero_object:task5,held_out,arm,2,20,107,0.6803893446922302,0.319610595703125,0.3837224543094635,0.6236616373062134,0.11214952915906906
libero_object:task5,held_out,arm,3,20,180,0.6438548564910889,0.3561451733112335,0.4799749553203583,0.7302793860435486,0.2222222238779068
libero_object:task5,held_out,arm,4,20,159,0.6236851811408997,0.37631478905677795,0.5919752717018127,0.7624441385269165,0.3396226465702057
libero_object:task5,held_out,arm,5,20,116,0.675351619720459,0.32464835047721863,0.3811386227607727,0.6687988638877869,0.09482758492231369
libero_object:task5,held_out,arm,6,20,134,0.6682193279266357,0.3317806124687195,0.3893989324569702,0.6810336709022522,0.17164179682731628
libero_object:task5,held_out,arm,7,20,176,0.6410200595855713,0.3589799106121063,0.5217481851577759,0.7277334332466125,0.27272728085517883
libero_object:task5,held_out,arm,8,20,260,0.5856778621673584,0.4143220782279968,0.7561871409416199,0.8205708861351013,0.5307692289352417
libero_object:task5,held_out,arm,9,20,260,0.5792722105979919,0.42072775959968567,0.7572290301322937,0.840013325214386,0.45769229531288147
libero_object:task5,held_out,arm,0,32,163,0.6042073369026184,0.3957926630973816,0.7266896963119507,0.7409866452217102,0.3128834366798401
libero_object:task5,held_out,arm,1,32,103,0.6860719919204712,0.31392809748649597,0.3812747001647949,0.6073142290115356,0.1553398072719574
libero_object:task5,held_out,arm,2,32,95,0.6775327920913696,0.322467178106308,0.4214130640029907,0.6214272975921631,0.16842105984687805
libero_object:task5,held_out,arm,3,32,168,0.6033808588981628,0.39661917090415955,0.6787818074226379,0.7853493690490723,0.2916666567325592
libero_object:task5,held_out,arm,4,32,147,0.6030049324035645,0.39699503779411316,0.7390142679214478,0.7539381384849548,0.30612245202064514
libero_object:task5,held_out,arm,5,32,104,0.6523746848106384,0.3476252853870392,0.4447944462299347,0.7311480045318604,0.13461539149284363
libero_object:task5,held_out,arm,6,32,122,0.6728676557540894,0.32713231444358826,0.4100648760795593,0.6511165499687195,0.23770491778850555
libero_object:task5,held_out,arm,7,32,164,0.6093514561653137,0.3906485438346863,0.6977660059928894,0.7568449378013611,0.27439025044441223
libero_object:task5,held_out,arm,8,32,248,0.5270469784736633,0.4729529917240143,1.1843366622924805,0.7997588515281677,0.5887096524238586
libero_object:task5,held_out,arm,9,32,248,0.5263686180114746,0.4736314117908478,1.1071240901947021,0.859527587890625,0.5201612710952759
libero_object:task5,held_out,gripper,0,0,195,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,1,0,135,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,2,0,127,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,3,0,200,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,4,0,179,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,5,0,136,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,6,0,154,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,7,0,196,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,8,0,280,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,9,0,280,1.0,0.0,,,0.0
libero_object:task5,held_out,gripper,0,4,191,0.8708068132400513,0.25890544056892395,,,0.1256544440984726
libero_object:task5,held_out,gripper,1,4,131,0.9117075800895691,0.1772606074810028,,,0.08396946638822556
libero_object:task5,held_out,gripper,2,4,123,0.922086238861084,0.1561679244041443,,,0.0731707289814949
libero_object:task5,held_out,gripper,3,4,196,0.8303859233856201,0.33984506130218506,,,0.16836734116077423
libero_object:task5,held_out,gripper,4,4,175,0.744914174079895,0.5115348696708679,,,0.2514285743236542
libero_object:task5,held_out,gripper,5,4,132,0.9280472993850708,0.14412006735801697,,,0.06818182021379471
libero_object:task5,held_out,gripper,6,4,150,0.8770521283149719,0.24599942564964294,,,0.11999999731779099
libero_object:task5,held_out,gripper,7,4,192,0.7843148112297058,0.43229737877845764,,,0.2135416716337204
libero_object:task5,held_out,gripper,8,4,276,0.7755080461502075,0.44988885521888733,,,0.22101449966430664
libero_object:task5,held_out,gripper,9,4,276,0.6687265038490295,0.6638121604919434,,,0.32608696818351746
libero_object:task5,held_out,gripper,0,8,187,0.7134483456611633,0.5753027200698853,,,0.28342247009277344
libero_object:task5,held_out,gripper,1,8,127,0.9166812300682068,0.16748104989528656,,,0.07874015718698502
libero_object:task5,held_out,gripper,2,8,119,0.9113817811012268,0.17784063518047333,,,0.08403361588716507
libero_object:task5,held_out,gripper,3,8,192,0.8215273022651672,0.358103483915329,,,0.1770833283662796
libero_object:task5,held_out,gripper,4,8,171,0.7104302048683167,0.580689549446106,,,0.28654971718788147
libero_object:task5,held_out,gripper,5,8,128,0.9016841650009155,0.19680637121200562,,,0.09375
libero_object:task5,held_out,gripper,6,8,146,0.8391640186309814,0.32204994559288025,,,0.15753424167633057
libero_object:task5,held_out,gripper,7,8,188,0.79383385181427,0.4133552312850952,,,0.20212766528129578
libero_object:task5,held_out,gripper,8,8,272,0.746575653553009,0.5078670382499695,,,0.25
libero_object:task5,held_out,gripper,9,8,272,0.6331468820571899,0.7352200746536255,,,0.36764705181121826
libero_object:task5,held_out,gripper,0,16,179,0.6778236031532288,0.6460220813751221,,,0.31843575835227966
libero_object:task5,held_out,gripper,1,16,119,0.8944333791732788,0.2118612676858902,,,0.10084033757448196
libero_object:task5,held_out,gripper,2,16,111,0.9054053425788879,0.18978753685951233,,,0.09009008854627609
libero_object:task5,held_out,gripper,3,16,184,0.8031951189041138,0.39486977458000183,,,0.19021739065647125
libero_object:task5,held_out,gripper,4,16,163,0.6762382388114929,0.6491571664810181,,,0.3190183937549591
libero_object:task5,held_out,gripper,5,16,120,0.9284728765487671,0.1432209610939026,,,0.06666667014360428
libero_object:task5,held_out,gripper,6,16,138,0.8373183012008667,0.32583126425743103,,,0.15942029654979706
libero_object:task5,held_out,gripper,7,16,180,0.7479888796806335,0.5050657391548157,,,0.25
libero_object:task5,held_out,gripper,8,16,264,0.5497077107429504,0.9019802212715149,,,0.4469696879386902
libero_object:task5,held_out,gripper,9,16,264,0.5733378529548645,0.8550209999084473,,,0.42424243688583374
libero_object:task5,held_out,gripper,0,20,175,0.6653704047203064,0.6709984540939331,,,0.33142855763435364
libero_object:task5,held_out,gripper,1,20,115,0.8747296333312988,0.25129324197769165,,,0.12173912674188614
libero_object:task5,held_out,gripper,2,20,107,0.8837164044380188,0.2333727478981018,,,0.11214952915906906
libero_object:task5,held_out,gripper,3,20,180,0.7776286005973816,0.4451442360877991,,,0.2222222238779068
libero_object:task5,held_out,gripper,4,20,159,0.6607770919799805,0.6799299120903015,,,0.3396226465702057
libero_object:task5,held_out,gripper,5,20,116,0.9007657170295715,0.1989891678094864,,,0.09482758492231369
libero_object:task5,held_out,gripper,6,20,134,0.8257061243057251,0.34875330328941345,,,0.17164179682731628
libero_object:task5,held_out,gripper,7,20,176,0.7247081995010376,0.5515537858009338,,,0.27272728085517883
libero_object:task5,held_out,gripper,8,20,260,0.46973326802253723,1.061681866645813,,,0.5307692289352417
libero_object:task5,held_out,gripper,9,20,260,0.5404666662216187,0.9204568862915039,,,0.45769229531288147
libero_object:task5,held_out,gripper,0,32,163,0.6828734874725342,0.6358358860015869,,,0.3128834366798401
libero_object:task5,held_out,gripper,1,32,103,0.8403313159942627,0.32075974345207214,,,0.1553398072719574
libero_object:task5,held_out,gripper,2,32,95,0.8281272649765015,0.34510788321495056,,,0.16842105984687805
libero_object:task5,held_out,gripper,3,32,168,0.7027102112770081,0.5957261323928833,,,0.2916666567325592
libero_object:task5,held_out,gripper,4,32,147,0.6933367848396301,0.6148262023925781,,,0.30612245202064514
libero_object:task5,held_out,gripper,5,32,104,0.86114501953125,0.2779218852519989,,,0.13461539149284363
libero_object:task5,held_out,gripper,6,32,122,0.7576231956481934,0.4857082664966583,,,0.23770491778850555
libero_object:task5,held_out,gripper,7,32,164,0.7220621109008789,0.5567067861557007,,,0.27439025044441223
libero_object:task5,held_out,gripper,8,32,248,0.41128385066986084,1.1785898208618164,,,0.5887096524238586
libero_object:task5,held_out,gripper,9,32,248,0.479796826839447,1.041976809501648,,,0.5201612710952759
libero_spatial:task0,development,arm,0,0,71,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,1,0,280,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,2,0,69,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,3,0,280,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,4,0,77,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,5,0,89,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,6,0,280,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,7,0,73,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,8,0,280,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,9,0,69,1.0,0.0,0.0,0.0,0.0
libero_spatial:task0,development,arm,0,4,67,0.6230617761611938,0.3769382834434509,0.41445040702819824,0.9209254384040833,0.04477611929178238
libero_spatial:task0,development,arm,1,4,276,0.49339139461517334,0.5066086053848267,0.8447480201721191,1.5225372314453125,0.3224637806415558
libero_spatial:task0,development,arm,2,4,65,0.5811189413070679,0.41888099908828735,0.5029541850090027,1.058708906173706,0.0923076942563057
libero_spatial:task0,development,arm,3,4,276,0.5043182373046875,0.4956818222999573,0.8484600186347961,1.4016902446746826,0.28985506296157837
libero_spatial:task0,development,arm,4,4,73,0.6087298393249512,0.39127010107040405,0.41733986139297485,1.005869746208191,0.08219178020954132
libero_spatial:task0,development,arm,5,4,85,0.6034569144248962,0.39654308557510376,0.4685839116573334,0.9793832898139954,0.05882352963089943
libero_spatial:task0,development,arm,6,4,276,0.5104780197143555,0.48952198028564453,0.7610915303230286,1.402550458908081,0.29347825050354004
libero_spatial:task0,development,arm,7,4,69,0.5922290086746216,0.4077710509300232,0.4897930920124054,1.026553988456726,0.05797101557254791
