cohort,replay_id,view,path
development,libero_10-task00-state25-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state25-ARM4_GRIP32.agent.mp4
development,libero_10-task00-state25-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state25-ARM4_GRIP32.wrist.mp4
development,libero_10-task00-state25-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state25-H4.agent.mp4
development,libero_10-task00-state25-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state25-H4.wrist.mp4
development,libero_10-task00-state26-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state26-ARM2_GRIP16.agent.mp4
development,libero_10-task00-state26-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state26-ARM2_GRIP16.wrist.mp4
development,libero_10-task00-state26-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state26-H2.agent.mp4
development,libero_10-task00-state26-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state26-H2.wrist.mp4
development,libero_10-task00-state27-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state27-ARM4_GRIP32.agent.mp4
development,libero_10-task00-state27-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state27-ARM4_GRIP32.wrist.mp4
development,libero_10-task00-state27-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state27-H4.agent.mp4
development,libero_10-task00-state27-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state27-H4.wrist.mp4
development,libero_10-task00-state34-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state34-ARM4_GRIP32.agent.mp4
development,libero_10-task00-state34-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state34-ARM4_GRIP32.wrist.mp4
development,libero_10-task00-state34-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state34-H4.agent.mp4
development,libero_10-task00-state34-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task00-state34-H4.wrist.mp4
development,libero_10-task01-state36-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state36-ARM2_GRIP16.agent.mp4
development,libero_10-task01-state36-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state36-ARM2_GRIP16.wrist.mp4
development,libero_10-task01-state36-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state36-H2.agent.mp4
development,libero_10-task01-state36-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state36-H2.wrist.mp4
development,libero_10-task01-state38-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state38-ARM2_GRIP16.agent.mp4
development,libero_10-task01-state38-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state38-ARM2_GRIP16.wrist.mp4
development,libero_10-task01-state38-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state38-H2.agent.mp4
development,libero_10-task01-state38-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state38-H2.wrist.mp4
development,libero_10-task01-state40-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state40-ARM2_GRIP16.agent.mp4
development,libero_10-task01-state40-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state40-ARM2_GRIP16.wrist.mp4
development,libero_10-task01-state40-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state40-H2.agent.mp4
development,libero_10-task01-state40-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state40-H2.wrist.mp4
development,libero_10-task01-state41-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state41-ARM4_GRIP32.agent.mp4
development,libero_10-task01-state41-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state41-ARM4_GRIP32.wrist.mp4
development,libero_10-task01-state41-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state41-H4.agent.mp4
development,libero_10-task01-state41-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state41-H4.wrist.mp4
development,libero_10-task01-state44-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state44-ARM2_GRIP16.agent.mp4
development,libero_10-task01-state44-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state44-ARM2_GRIP16.wrist.mp4
development,libero_10-task01-state44-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state44-H2.agent.mp4
development,libero_10-task01-state44-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task01-state44-H2.wrist.mp4
development,libero_10-task02-state20-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state20-ARM4_GRIP32.agent.mp4
development,libero_10-task02-state20-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state20-ARM4_GRIP32.wrist.mp4
development,libero_10-task02-state20-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state20-H4.agent.mp4
development,libero_10-task02-state20-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state20-H4.wrist.mp4
development,libero_10-task02-state23-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state23-ARM2_GRIP16.agent.mp4
development,libero_10-task02-state23-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state23-ARM2_GRIP16.wrist.mp4
development,libero_10-task02-state23-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state23-H2.agent.mp4
development,libero_10-task02-state23-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state23-H2.wrist.mp4
development,libero_10-task02-state25-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state25-ARM4_GRIP32.agent.mp4
development,libero_10-task02-state25-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state25-ARM4_GRIP32.wrist.mp4
development,libero_10-task02-state25-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state25-H4.agent.mp4
development,libero_10-task02-state25-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state25-H4.wrist.mp4
development,libero_10-task02-state26-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state26-ARM2_GRIP16.agent.mp4
development,libero_10-task02-state26-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state26-ARM2_GRIP16.wrist.mp4
development,libero_10-task02-state26-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state26-H2.agent.mp4
development,libero_10-task02-state26-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state26-H2.wrist.mp4
development,libero_10-task02-state31-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state31-ARM4_GRIP32.agent.mp4
development,libero_10-task02-state31-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state31-ARM4_GRIP32.wrist.mp4
development,libero_10-task02-state31-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state31-H4.agent.mp4
development,libero_10-task02-state31-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task02-state31-H4.wrist.mp4
development,libero_10-task03-state21-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-ARM2_GRIP16.agent.mp4
development,libero_10-task03-state21-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-ARM2_GRIP16.wrist.mp4
development,libero_10-task03-state21-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-ARM4_GRIP32.agent.mp4
development,libero_10-task03-state21-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-ARM4_GRIP32.wrist.mp4
development,libero_10-task03-state21-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-H2.agent.mp4
development,libero_10-task03-state21-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-H2.wrist.mp4
development,libero_10-task03-state21-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-H4.agent.mp4
development,libero_10-task03-state21-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state21-H4.wrist.mp4
development,libero_10-task03-state24-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state24-ARM4_GRIP32.agent.mp4
development,libero_10-task03-state24-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state24-ARM4_GRIP32.wrist.mp4
development,libero_10-task03-state24-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state24-H4.agent.mp4
development,libero_10-task03-state24-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task03-state24-H4.wrist.mp4
development,libero_10-task04-state21-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-ARM2_GRIP16.agent.mp4
development,libero_10-task04-state21-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-ARM2_GRIP16.wrist.mp4
development,libero_10-task04-state21-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-ARM4_GRIP32.agent.mp4
development,libero_10-task04-state21-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-ARM4_GRIP32.wrist.mp4
development,libero_10-task04-state21-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-H2.agent.mp4
development,libero_10-task04-state21-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-H2.wrist.mp4
development,libero_10-task04-state21-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-H4.agent.mp4
development,libero_10-task04-state21-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state21-H4.wrist.mp4
development,libero_10-task04-state24-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state24-ARM4_GRIP32.agent.mp4
development,libero_10-task04-state24-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state24-ARM4_GRIP32.wrist.mp4
development,libero_10-task04-state24-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state24-H4.agent.mp4
development,libero_10-task04-state24-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state24-H4.wrist.mp4
development,libero_10-task04-state25-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-ARM2_GRIP16.agent.mp4
development,libero_10-task04-state25-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-ARM2_GRIP16.wrist.mp4
development,libero_10-task04-state25-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-ARM4_GRIP32.agent.mp4
development,libero_10-task04-state25-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-ARM4_GRIP32.wrist.mp4
development,libero_10-task04-state25-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-H2.agent.mp4
development,libero_10-task04-state25-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-H2.wrist.mp4
development,libero_10-task04-state25-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-H4.agent.mp4
development,libero_10-task04-state25-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state25-H4.wrist.mp4
development,libero_10-task04-state27-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state27-ARM2_GRIP16.agent.mp4
development,libero_10-task04-state27-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state27-ARM2_GRIP16.wrist.mp4
development,libero_10-task04-state27-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state27-H2.agent.mp4
development,libero_10-task04-state27-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state27-H2.wrist.mp4
development,libero_10-task04-state28-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-ARM2_GRIP16.agent.mp4
development,libero_10-task04-state28-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-ARM2_GRIP16.wrist.mp4
development,libero_10-task04-state28-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-ARM4_GRIP32.agent.mp4
development,libero_10-task04-state28-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-ARM4_GRIP32.wrist.mp4
development,libero_10-task04-state28-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-H2.agent.mp4
development,libero_10-task04-state28-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-H2.wrist.mp4
development,libero_10-task04-state28-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-H4.agent.mp4
development,libero_10-task04-state28-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state28-H4.wrist.mp4
development,libero_10-task04-state30-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state30-ARM2_GRIP16.agent.mp4
development,libero_10-task04-state30-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state30-ARM2_GRIP16.wrist.mp4
development,libero_10-task04-state30-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state30-H2.agent.mp4
development,libero_10-task04-state30-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state30-H2.wrist.mp4
development,libero_10-task04-state31-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-ARM2_GRIP16.agent.mp4
development,libero_10-task04-state31-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-ARM2_GRIP16.wrist.mp4
development,libero_10-task04-state31-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-ARM4_GRIP32.agent.mp4
development,libero_10-task04-state31-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-ARM4_GRIP32.wrist.mp4
development,libero_10-task04-state31-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-H2.agent.mp4
development,libero_10-task04-state31-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-H2.wrist.mp4
development,libero_10-task04-state31-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-H4.agent.mp4
development,libero_10-task04-state31-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task04-state31-H4.wrist.mp4
development,libero_10-task06-state24-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task06-state24-ARM2_GRIP16.agent.mp4
development,libero_10-task06-state24-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task06-state24-ARM2_GRIP16.wrist.mp4
development,libero_10-task06-state24-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task06-state24-H2.agent.mp4
