task,episode,timestep,phase,state_id,scale_index,scale_m,perturbation_type,perturbation_magnitude,perturbation_dx,perturbation_dy,perturbation_dz,branch_success,branch_valid,branch_error,original_suffix_success,expert_success,criticality_at_scale,action_magnitude,action_velocity,action_acceleration,gripper_transition,eef_object_distance,object_goal_distance
PickCube-v1,0,0,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,0,1,,1,1,0.5,3.3746204376220703,3.3746204376220703,3.3746204376220703,1.0,0.16342215240001678,0.2760058343410492
PickCube-v1,0,0,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.5,3.3746204376220703,3.3746204376220703,3.3746204376220703,1.0,0.16342215240001678,0.2760058343410492
PickCube-v1,0,0,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.5,3.3746204376220703,3.3746204376220703,3.3746204376220703,1.0,0.16342215240001678,0.2760058343410492
PickCube-v1,0,0,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.5,3.3746204376220703,3.3746204376220703,3.3746204376220703,1.0,0.16342215240001678,0.2760058343410492
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.16666666666666663,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.16666666666666663,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.16666666666666663,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.16666666666666663,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,0,1,,1,1,0.16666666666666663,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,1,1,,1,1,0.16666666666666663,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.5,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.5,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,0,1,,1,1,0.5,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.5,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.5,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.5,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.5,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.16666666666666663,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.16666666666666663,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.16666666666666663,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.16666666666666663,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,1,1,,1,1,0.16666666666666663,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,0,1,,1,1,0.16666666666666663,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
