task,episode,timestep,phase,state_id,perturbation_type,perturbation_magnitude,perturbation_dx,perturbation_dy,perturbation_dz,branch_success,branch_valid,branch_error,original_suffix_success,expert_success,criticality,action_magnitude,action_velocity,action_acceleration,gripper_transition,eef_object_distance,object_goal_distance
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,5,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3746204376220703,0.0,0.0,0.0,0.0719805508852005,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,10,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.031353820115327835,0.27600565552711487
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,15,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0015925690531730652,0.2760056257247925
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,20,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3734793663024902,0.0,0.0,0.0,0.0008287452510558069,0.27570590376853943
PickCube-v1,0,25,0.6944444444444444,731b99324ecc881d2097b4f01a95b3f68a8bfcd7361db37d8ead9d7e24c98e28,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.18000003695487976,0.0,0.0008133534574881196,0.25052082538604736
PickCube-v1,0,25,0.6944444444444444,731b99324ecc881d2097b4f01a95b3f68a8bfcd7361db37d8ead9d7e24c98e28,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.18000003695487976,0.0,0.0008133534574881196,0.25052082538604736
PickCube-v1,0,25,0.6944444444444444,731b99324ecc881d2097b4f01a95b3f68a8bfcd7361db37d8ead9d7e24c98e28,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.18000003695487976,0.0,0.0008133534574881196,0.25052082538604736
PickCube-v1,0,25,0.6944444444444444,731b99324ecc881d2097b4f01a95b3f68a8bfcd7361db37d8ead9d7e24c98e28,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.18000003695487976,0.0,0.0008133534574881196,0.25052082538604736
PickCube-v1,0,25,0.6944444444444444,731b99324ecc881d2097b4f01a95b3f68a8bfcd7361db37d8ead9d7e24c98e28,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.18000003695487976,0.0,0.0008133534574881196,0.25052082538604736
PickCube-v1,0,25,0.6944444444444444,731b99324ecc881d2097b4f01a95b3f68a8bfcd7361db37d8ead9d7e24c98e28,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.18000003695487976,0.0,0.0008133534574881196,0.25052082538604736
PickCube-v1,0,25,0.6944444444444444,731b99324ecc881d2097b4f01a95b3f68a8bfcd7361db37d8ead9d7e24c98e28,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.18000003695487976,0.0,0.0008133534574881196,0.25052082538604736
PickCube-v1,0,30,0.8333333333333334,63f9a6f8a50e9a2dcca7645a31922517dffe8802a3c28818c11c949c2bfdd3ad,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.0,0.0,0.0008278681780211627,0.1074334979057312
PickCube-v1,0,30,0.8333333333333334,63f9a6f8a50e9a2dcca7645a31922517dffe8802a3c28818c11c949c2bfdd3ad,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.0,0.0,0.0008278681780211627,0.1074334979057312
PickCube-v1,0,30,0.8333333333333334,63f9a6f8a50e9a2dcca7645a31922517dffe8802a3c28818c11c949c2bfdd3ad,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.0,0.0,0.0008278681780211627,0.1074334979057312
PickCube-v1,0,30,0.8333333333333334,63f9a6f8a50e9a2dcca7645a31922517dffe8802a3c28818c11c949c2bfdd3ad,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.0,0.0,0.0008278681780211627,0.1074334979057312
PickCube-v1,0,30,0.8333333333333334,63f9a6f8a50e9a2dcca7645a31922517dffe8802a3c28818c11c949c2bfdd3ad,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.0,0.0,0.0008278681780211627,0.1074334979057312
PickCube-v1,0,30,0.8333333333333334,63f9a6f8a50e9a2dcca7645a31922517dffe8802a3c28818c11c949c2bfdd3ad,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.0,0.0,0.0008278681780211627,0.1074334979057312
PickCube-v1,0,30,0.8333333333333334,63f9a6f8a50e9a2dcca7645a31922517dffe8802a3c28818c11c949c2bfdd3ad,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3793435096740723,0.0,0.0,0.0,0.0008278681780211627,0.1074334979057312
PickCube-v1,0,35,0.9722222222222222,a6eb70b01299bef13206bf26b70697e931a5bae8313fd266ab1ac5f21f50e6c4,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.390456438064575,0.0,0.0,0.0,0.0008335344027727842,0.023734210059046745
PickCube-v1,0,35,0.9722222222222222,a6eb70b01299bef13206bf26b70697e931a5bae8313fd266ab1ac5f21f50e6c4,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.390456438064575,0.0,0.0,0.0,0.0008335344027727842,0.023734210059046745
PickCube-v1,0,35,0.9722222222222222,a6eb70b01299bef13206bf26b70697e931a5bae8313fd266ab1ac5f21f50e6c4,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.390456438064575,0.0,0.0,0.0,0.0008335344027727842,0.023734210059046745
PickCube-v1,0,35,0.9722222222222222,a6eb70b01299bef13206bf26b70697e931a5bae8313fd266ab1ac5f21f50e6c4,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.390456438064575,0.0,0.0,0.0,0.0008335344027727842,0.023734210059046745
PickCube-v1,0,35,0.9722222222222222,a6eb70b01299bef13206bf26b70697e931a5bae8313fd266ab1ac5f21f50e6c4,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.390456438064575,0.0,0.0,0.0,0.0008335344027727842,0.023734210059046745
PickCube-v1,0,35,0.9722222222222222,a6eb70b01299bef13206bf26b70697e931a5bae8313fd266ab1ac5f21f50e6c4,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.390456438064575,0.0,0.0,0.0,0.0008335344027727842,0.023734210059046745
PickCube-v1,0,35,0.9722222222222222,a6eb70b01299bef13206bf26b70697e931a5bae8313fd266ab1ac5f21f50e6c4,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.390456438064575,0.0,0.0,0.0,0.0008335344027727842,0.023734210059046745
PickCube-v1,1,0,0.0,59920738b6b90ef0c67294a19fa6c479c98fcf44589e03d4fb1dda220c4ede40,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3701274394989014,3.3701274394989014,3.3701274394989014,1.0,0.17049364745616913,0.2276918739080429
PickCube-v1,1,0,0.0,59920738b6b90ef0c67294a19fa6c479c98fcf44589e03d4fb1dda220c4ede40,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3701274394989014,3.3701274394989014,3.3701274394989014,1.0,0.17049364745616913,0.2276918739080429
PickCube-v1,1,0,0.0,59920738b6b90ef0c67294a19fa6c479c98fcf44589e03d4fb1dda220c4ede40,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3701274394989014,3.3701274394989014,3.3701274394989014,1.0,0.17049364745616913,0.2276918739080429
PickCube-v1,1,0,0.0,59920738b6b90ef0c67294a19fa6c479c98fcf44589e03d4fb1dda220c4ede40,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3701274394989014,3.3701274394989014,3.3701274394989014,1.0,0.17049364745616913,0.2276918739080429
PickCube-v1,1,0,0.0,59920738b6b90ef0c67294a19fa6c479c98fcf44589e03d4fb1dda220c4ede40,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3701274394989014,3.3701274394989014,3.3701274394989014,1.0,0.17049364745616913,0.2276918739080429
PickCube-v1,1,0,0.0,59920738b6b90ef0c67294a19fa6c479c98fcf44589e03d4fb1dda220c4ede40,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3701274394989014,3.3701274394989014,3.3701274394989014,1.0,0.17049364745616913,0.2276918739080429
PickCube-v1,1,0,0.0,59920738b6b90ef0c67294a19fa6c479c98fcf44589e03d4fb1dda220c4ede40,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3701274394989014,3.3701274394989014,3.3701274394989014,1.0,0.17049364745616913,0.2276918739080429
PickCube-v1,1,5,0.14285714285714285,34d908b3f1c5e66d33a58d5d03dc54c0cb784e386be149cafb3fc26d98dc926a,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3701274394989014,0.0,0.0,0.0,0.07222028821706772,0.22769199311733246
PickCube-v1,1,5,0.14285714285714285,34d908b3f1c5e66d33a58d5d03dc54c0cb784e386be149cafb3fc26d98dc926a,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3701274394989014,0.0,0.0,0.0,0.07222028821706772,0.22769199311733246
PickCube-v1,1,5,0.14285714285714285,34d908b3f1c5e66d33a58d5d03dc54c0cb784e386be149cafb3fc26d98dc926a,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3701274394989014,0.0,0.0,0.0,0.07222028821706772,0.22769199311733246
PickCube-v1,1,5,0.14285714285714285,34d908b3f1c5e66d33a58d5d03dc54c0cb784e386be149cafb3fc26d98dc926a,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3701274394989014,0.0,0.0,0.0,0.07222028821706772,0.22769199311733246
PickCube-v1,1,5,0.14285714285714285,34d908b3f1c5e66d33a58d5d03dc54c0cb784e386be149cafb3fc26d98dc926a,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3701274394989014,0.0,0.0,0.0,0.07222028821706772,0.22769199311733246
PickCube-v1,1,5,0.14285714285714285,34d908b3f1c5e66d33a58d5d03dc54c0cb784e386be149cafb3fc26d98dc926a,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3701274394989014,0.0,0.0,0.0,0.07222028821706772,0.22769199311733246
PickCube-v1,1,5,0.14285714285714285,34d908b3f1c5e66d33a58d5d03dc54c0cb784e386be149cafb3fc26d98dc926a,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3701274394989014,0.0,0.0,0.0,0.07222028821706772,0.22769199311733246
PickCube-v1,1,10,0.2857142857142857,679c0219820fde1dea7e2bbe21250b405dca64d38613797dc6ecf0698533b040,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.03255961090326309,0.22769206762313843
PickCube-v1,1,10,0.2857142857142857,679c0219820fde1dea7e2bbe21250b405dca64d38613797dc6ecf0698533b040,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.03255961090326309,0.22769206762313843
PickCube-v1,1,10,0.2857142857142857,679c0219820fde1dea7e2bbe21250b405dca64d38613797dc6ecf0698533b040,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.03255961090326309,0.22769206762313843
PickCube-v1,1,10,0.2857142857142857,679c0219820fde1dea7e2bbe21250b405dca64d38613797dc6ecf0698533b040,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.03255961090326309,0.22769206762313843
PickCube-v1,1,10,0.2857142857142857,679c0219820fde1dea7e2bbe21250b405dca64d38613797dc6ecf0698533b040,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.03255961090326309,0.22769206762313843
PickCube-v1,1,10,0.2857142857142857,679c0219820fde1dea7e2bbe21250b405dca64d38613797dc6ecf0698533b040,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.03255961090326309,0.22769206762313843
PickCube-v1,1,10,0.2857142857142857,679c0219820fde1dea7e2bbe21250b405dca64d38613797dc6ecf0698533b040,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.03255961090326309,0.22769206762313843
PickCube-v1,1,15,0.42857142857142855,a66fa710a85a7d2177ce7aad9e8146a8569c4806a9860de5df416ae057479457,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0019696932286024094,0.22769203782081604
PickCube-v1,1,15,0.42857142857142855,a66fa710a85a7d2177ce7aad9e8146a8569c4806a9860de5df416ae057479457,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0019696932286024094,0.22769203782081604
PickCube-v1,1,15,0.42857142857142855,a66fa710a85a7d2177ce7aad9e8146a8569c4806a9860de5df416ae057479457,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0019696932286024094,0.22769203782081604
PickCube-v1,1,15,0.42857142857142855,a66fa710a85a7d2177ce7aad9e8146a8569c4806a9860de5df416ae057479457,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0019696932286024094,0.22769203782081604
PickCube-v1,1,15,0.42857142857142855,a66fa710a85a7d2177ce7aad9e8146a8569c4806a9860de5df416ae057479457,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0019696932286024094,0.22769203782081604
PickCube-v1,1,15,0.42857142857142855,a66fa710a85a7d2177ce7aad9e8146a8569c4806a9860de5df416ae057479457,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0019696932286024094,0.22769203782081604
PickCube-v1,1,15,0.42857142857142855,a66fa710a85a7d2177ce7aad9e8146a8569c4806a9860de5df416ae057479457,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0019696932286024094,0.22769203782081604
PickCube-v1,1,20,0.5714285714285714,9bdbae3a35a4a0ff1770bfea360766e65340afe4317a13d5dc0a46fff8fd9fb4,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0006849084165878594,0.22716180980205536
PickCube-v1,1,20,0.5714285714285714,9bdbae3a35a4a0ff1770bfea360766e65340afe4317a13d5dc0a46fff8fd9fb4,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0006849084165878594,0.22716180980205536
PickCube-v1,1,20,0.5714285714285714,9bdbae3a35a4a0ff1770bfea360766e65340afe4317a13d5dc0a46fff8fd9fb4,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0006849084165878594,0.22716180980205536
PickCube-v1,1,20,0.5714285714285714,9bdbae3a35a4a0ff1770bfea360766e65340afe4317a13d5dc0a46fff8fd9fb4,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0006849084165878594,0.22716180980205536
PickCube-v1,1,20,0.5714285714285714,9bdbae3a35a4a0ff1770bfea360766e65340afe4317a13d5dc0a46fff8fd9fb4,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0006849084165878594,0.22716180980205536
PickCube-v1,1,20,0.5714285714285714,9bdbae3a35a4a0ff1770bfea360766e65340afe4317a13d5dc0a46fff8fd9fb4,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0006849084165878594,0.22716180980205536
PickCube-v1,1,20,0.5714285714285714,9bdbae3a35a4a0ff1770bfea360766e65340afe4317a13d5dc0a46fff8fd9fb4,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3689849376678467,0.0,0.0,0.0,0.0006849084165878594,0.22716180980205536
PickCube-v1,1,25,0.7142857142857143,ca99484a1232a8790117a9892f11265e8d0b63825a28e8c6308a72c36cbe9549,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.18000003695487976,0.0,0.0008400832884944975,0.20204097032546997
PickCube-v1,1,25,0.7142857142857143,ca99484a1232a8790117a9892f11265e8d0b63825a28e8c6308a72c36cbe9549,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.18000003695487976,0.0,0.0008400832884944975,0.20204097032546997
PickCube-v1,1,25,0.7142857142857143,ca99484a1232a8790117a9892f11265e8d0b63825a28e8c6308a72c36cbe9549,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.18000003695487976,0.0,0.0008400832884944975,0.20204097032546997
