task,episode,timestep,phase,state_id,perturbation_type,perturbation_magnitude,perturbation_dx,perturbation_dy,perturbation_dz,branch_success,branch_valid,branch_error,original_suffix_success,expert_success,criticality,action_magnitude,action_velocity,action_acceleration,gripper_transition,eef_object_distance,object_goal_distance
StackCube-v1,0,5,0.09090909090909091,95038e247cc67ae64af60476fc36485062b3000177fa2dc42506fd912317916d,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.583110809326172,0.0,0.0,0.0,0.06875243037939072,0.2093932851087279
StackCube-v1,0,10,0.18181818181818182,f266654bdba1ed93e393f8c2ddc60280bef5c464158e03e1360d38bfa76bf2fb,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.030789287760853767,0.20939328390645776
StackCube-v1,0,10,0.18181818181818182,f266654bdba1ed93e393f8c2ddc60280bef5c464158e03e1360d38bfa76bf2fb,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.030789287760853767,0.20939328390645776
StackCube-v1,0,10,0.18181818181818182,f266654bdba1ed93e393f8c2ddc60280bef5c464158e03e1360d38bfa76bf2fb,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.030789287760853767,0.20939328390645776
StackCube-v1,0,10,0.18181818181818182,f266654bdba1ed93e393f8c2ddc60280bef5c464158e03e1360d38bfa76bf2fb,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.030789287760853767,0.20939328390645776
StackCube-v1,0,10,0.18181818181818182,f266654bdba1ed93e393f8c2ddc60280bef5c464158e03e1360d38bfa76bf2fb,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.030789287760853767,0.20939328390645776
StackCube-v1,0,10,0.18181818181818182,f266654bdba1ed93e393f8c2ddc60280bef5c464158e03e1360d38bfa76bf2fb,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.030789287760853767,0.20939328390645776
StackCube-v1,0,10,0.18181818181818182,f266654bdba1ed93e393f8c2ddc60280bef5c464158e03e1360d38bfa76bf2fb,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.030789287760853767,0.20939328390645776
StackCube-v1,0,15,0.2727272727272727,ffd749cffb56a242e5da5178d688fc13e8d31408bf1c70e73488065d66e9c036,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.0013598620425909758,0.20939328108902022
StackCube-v1,0,15,0.2727272727272727,ffd749cffb56a242e5da5178d688fc13e8d31408bf1c70e73488065d66e9c036,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.0013598620425909758,0.20939328108902022
StackCube-v1,0,15,0.2727272727272727,ffd749cffb56a242e5da5178d688fc13e8d31408bf1c70e73488065d66e9c036,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.0013598620425909758,0.20939328108902022
StackCube-v1,0,15,0.2727272727272727,ffd749cffb56a242e5da5178d688fc13e8d31408bf1c70e73488065d66e9c036,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.0013598620425909758,0.20939328108902022
StackCube-v1,0,15,0.2727272727272727,ffd749cffb56a242e5da5178d688fc13e8d31408bf1c70e73488065d66e9c036,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.0013598620425909758,0.20939328108902022
StackCube-v1,0,15,0.2727272727272727,ffd749cffb56a242e5da5178d688fc13e8d31408bf1c70e73488065d66e9c036,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.0013598620425909758,0.20939328108902022
StackCube-v1,0,15,0.2727272727272727,ffd749cffb56a242e5da5178d688fc13e8d31408bf1c70e73488065d66e9c036,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.0013598620425909758,0.20939328108902022
StackCube-v1,0,20,0.36363636363636365,d35c7c9d7ae66a34287565df7587a0be8beb2ecd1d99d19abf1a823a211c3cbb,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.00048340472858399153,0.20991432635108628
StackCube-v1,0,20,0.36363636363636365,d35c7c9d7ae66a34287565df7587a0be8beb2ecd1d99d19abf1a823a211c3cbb,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.00048340472858399153,0.20991432635108628
StackCube-v1,0,20,0.36363636363636365,d35c7c9d7ae66a34287565df7587a0be8beb2ecd1d99d19abf1a823a211c3cbb,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.00048340472858399153,0.20991432635108628
StackCube-v1,0,20,0.36363636363636365,d35c7c9d7ae66a34287565df7587a0be8beb2ecd1d99d19abf1a823a211c3cbb,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.00048340472858399153,0.20991432635108628
StackCube-v1,0,20,0.36363636363636365,d35c7c9d7ae66a34287565df7587a0be8beb2ecd1d99d19abf1a823a211c3cbb,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.00048340472858399153,0.20991432635108628
StackCube-v1,0,20,0.36363636363636365,d35c7c9d7ae66a34287565df7587a0be8beb2ecd1d99d19abf1a823a211c3cbb,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.00048340472858399153,0.20991432635108628
StackCube-v1,0,20,0.36363636363636365,d35c7c9d7ae66a34287565df7587a0be8beb2ecd1d99d19abf1a823a211c3cbb,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.582036256790161,0.0,0.0,0.0,0.00048340472858399153,0.20991432635108628
StackCube-v1,0,25,0.45454545454545453,d578fff36fe8cb66b2728efcb0b3c7bf2856c9305fc49164f7a1348ee47fe59c,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.14000003039836884,0.0,0.0005005647544749081,0.210381615037215
StackCube-v1,0,25,0.45454545454545453,d578fff36fe8cb66b2728efcb0b3c7bf2856c9305fc49164f7a1348ee47fe59c,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.14000003039836884,0.0,0.0005005647544749081,0.210381615037215
StackCube-v1,0,25,0.45454545454545453,d578fff36fe8cb66b2728efcb0b3c7bf2856c9305fc49164f7a1348ee47fe59c,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.14000003039836884,0.0,0.0005005647544749081,0.210381615037215
StackCube-v1,0,25,0.45454545454545453,d578fff36fe8cb66b2728efcb0b3c7bf2856c9305fc49164f7a1348ee47fe59c,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.14000003039836884,0.0,0.0005005647544749081,0.210381615037215
StackCube-v1,0,25,0.45454545454545453,d578fff36fe8cb66b2728efcb0b3c7bf2856c9305fc49164f7a1348ee47fe59c,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.14000003039836884,0.0,0.0005005647544749081,0.210381615037215
StackCube-v1,0,25,0.45454545454545453,d578fff36fe8cb66b2728efcb0b3c7bf2856c9305fc49164f7a1348ee47fe59c,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.14000003039836884,0.0,0.0005005647544749081,0.210381615037215
StackCube-v1,0,25,0.45454545454545453,d578fff36fe8cb66b2728efcb0b3c7bf2856c9305fc49164f7a1348ee47fe59c,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.14000003039836884,0.0,0.0005005647544749081,0.210381615037215
StackCube-v1,0,30,0.5454545454545454,9422ac723351a1d2b096eecb3cd32ce4816af12ee7142610604bd5887d93ee91,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.0,0.0,0.00048348045675083995,0.22782037116046083
StackCube-v1,0,30,0.5454545454545454,9422ac723351a1d2b096eecb3cd32ce4816af12ee7142610604bd5887d93ee91,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.0,0.0,0.00048348045675083995,0.22782037116046083
StackCube-v1,0,30,0.5454545454545454,9422ac723351a1d2b096eecb3cd32ce4816af12ee7142610604bd5887d93ee91,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.0,0.0,0.00048348045675083995,0.22782037116046083
StackCube-v1,0,30,0.5454545454545454,9422ac723351a1d2b096eecb3cd32ce4816af12ee7142610604bd5887d93ee91,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.0,0.0,0.00048348045675083995,0.22782037116046083
StackCube-v1,0,30,0.5454545454545454,9422ac723351a1d2b096eecb3cd32ce4816af12ee7142610604bd5887d93ee91,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.0,0.0,0.00048348045675083995,0.22782037116046083
StackCube-v1,0,30,0.5454545454545454,9422ac723351a1d2b096eecb3cd32ce4816af12ee7142610604bd5887d93ee91,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.0,0.0,0.00048348045675083995,0.22782037116046083
StackCube-v1,0,30,0.5454545454545454,9422ac723351a1d2b096eecb3cd32ce4816af12ee7142610604bd5887d93ee91,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.5855519771575928,0.0,0.0,0.0,0.00048348045675083995,0.22782037116046083
StackCube-v1,0,35,0.6363636363636364,1f32fff1bc224bde9dcaa58afaa40829e0cc074769e6140620fc11b1deae16aa,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.591858148574829,0.0,0.0,0.0,0.00046476791612803936,0.10252446416314247
StackCube-v1,0,35,0.6363636363636364,1f32fff1bc224bde9dcaa58afaa40829e0cc074769e6140620fc11b1deae16aa,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.591858148574829,0.0,0.0,0.0,0.00046476791612803936,0.10252446416314247
StackCube-v1,0,35,0.6363636363636364,1f32fff1bc224bde9dcaa58afaa40829e0cc074769e6140620fc11b1deae16aa,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.591858148574829,0.0,0.0,0.0,0.00046476791612803936,0.10252446416314247
StackCube-v1,0,35,0.6363636363636364,1f32fff1bc224bde9dcaa58afaa40829e0cc074769e6140620fc11b1deae16aa,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.591858148574829,0.0,0.0,0.0,0.00046476791612803936,0.10252446416314247
StackCube-v1,0,35,0.6363636363636364,1f32fff1bc224bde9dcaa58afaa40829e0cc074769e6140620fc11b1deae16aa,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.591858148574829,0.0,0.0,0.0,0.00046476791612803936,0.10252446416314247
StackCube-v1,0,35,0.6363636363636364,1f32fff1bc224bde9dcaa58afaa40829e0cc074769e6140620fc11b1deae16aa,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.591858148574829,0.0,0.0,0.0,0.00046476791612803936,0.10252446416314247
StackCube-v1,0,35,0.6363636363636364,1f32fff1bc224bde9dcaa58afaa40829e0cc074769e6140620fc11b1deae16aa,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.591858148574829,0.0,0.0,0.0,0.00046476791612803936,0.10252446416314247
StackCube-v1,0,40,0.7272727272727273,e38610b6fa0650bb8422ddb3a223963d1621c4a0fe72715be3cdf256ceef3b1a,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.589630365371704,0.08000001311302185,0.08000001311302185,0.0,0.0004844253708142787,0.07901623960917481
StackCube-v1,0,40,0.7272727272727273,e38610b6fa0650bb8422ddb3a223963d1621c4a0fe72715be3cdf256ceef3b1a,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.589630365371704,0.08000001311302185,0.08000001311302185,0.0,0.0004844253708142787,0.07901623960917481
StackCube-v1,0,40,0.7272727272727273,e38610b6fa0650bb8422ddb3a223963d1621c4a0fe72715be3cdf256ceef3b1a,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.589630365371704,0.08000001311302185,0.08000001311302185,0.0,0.0004844253708142787,0.07901623960917481
StackCube-v1,0,40,0.7272727272727273,e38610b6fa0650bb8422ddb3a223963d1621c4a0fe72715be3cdf256ceef3b1a,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.589630365371704,0.08000001311302185,0.08000001311302185,0.0,0.0004844253708142787,0.07901623960917481
StackCube-v1,0,40,0.7272727272727273,e38610b6fa0650bb8422ddb3a223963d1621c4a0fe72715be3cdf256ceef3b1a,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.589630365371704,0.08000001311302185,0.08000001311302185,0.0,0.0004844253708142787,0.07901623960917481
StackCube-v1,0,40,0.7272727272727273,e38610b6fa0650bb8422ddb3a223963d1621c4a0fe72715be3cdf256ceef3b1a,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.589630365371704,0.08000001311302185,0.08000001311302185,0.0,0.0004844253708142787,0.07901623960917481
StackCube-v1,0,40,0.7272727272727273,e38610b6fa0650bb8422ddb3a223963d1621c4a0fe72715be3cdf256ceef3b1a,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.589630365371704,0.08000001311302185,0.08000001311302185,0.0,0.0004844253708142787,0.07901623960917481
StackCube-v1,0,45,0.8181818181818182,509be87cef49da149fecd68692b784a76af9186b2b8fbb0fa1e3c899680fae4c,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.00048443011473864317,0.003608520221905983
StackCube-v1,0,45,0.8181818181818182,509be87cef49da149fecd68692b784a76af9186b2b8fbb0fa1e3c899680fae4c,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.00048443011473864317,0.003608520221905983
StackCube-v1,0,45,0.8181818181818182,509be87cef49da149fecd68692b784a76af9186b2b8fbb0fa1e3c899680fae4c,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.00048443011473864317,0.003608520221905983
StackCube-v1,0,45,0.8181818181818182,509be87cef49da149fecd68692b784a76af9186b2b8fbb0fa1e3c899680fae4c,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.00048443011473864317,0.003608520221905983
StackCube-v1,0,45,0.8181818181818182,509be87cef49da149fecd68692b784a76af9186b2b8fbb0fa1e3c899680fae4c,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.00048443011473864317,0.003608520221905983
StackCube-v1,0,45,0.8181818181818182,509be87cef49da149fecd68692b784a76af9186b2b8fbb0fa1e3c899680fae4c,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.00048443011473864317,0.003608520221905983
StackCube-v1,0,45,0.8181818181818182,509be87cef49da149fecd68692b784a76af9186b2b8fbb0fa1e3c899680fae4c,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.00048443011473864317,0.003608520221905983
StackCube-v1,0,50,0.9090909090909091,5c8abc54bb233a3cc6ae16999db09ec882b30ad5f971d3e45e3b20b96f21a8ab,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0005485729197971523,0.0007900536643889532
StackCube-v1,0,50,0.9090909090909091,5c8abc54bb233a3cc6ae16999db09ec882b30ad5f971d3e45e3b20b96f21a8ab,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0005485729197971523,0.0007900536643889532
StackCube-v1,0,50,0.9090909090909091,5c8abc54bb233a3cc6ae16999db09ec882b30ad5f971d3e45e3b20b96f21a8ab,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0005485729197971523,0.0007900536643889532
StackCube-v1,0,50,0.9090909090909091,5c8abc54bb233a3cc6ae16999db09ec882b30ad5f971d3e45e3b20b96f21a8ab,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0005485729197971523,0.0007900536643889532
StackCube-v1,0,50,0.9090909090909091,5c8abc54bb233a3cc6ae16999db09ec882b30ad5f971d3e45e3b20b96f21a8ab,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0005485729197971523,0.0007900536643889532
StackCube-v1,0,50,0.9090909090909091,5c8abc54bb233a3cc6ae16999db09ec882b30ad5f971d3e45e3b20b96f21a8ab,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0005485729197971523,0.0007900536643889532
StackCube-v1,0,50,0.9090909090909091,5c8abc54bb233a3cc6ae16999db09ec882b30ad5f971d3e45e3b20b96f21a8ab,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0005485729197971523,0.0007900536643889532
StackCube-v1,0,55,1.0,d0d4ad46c8672e28745623cb77ae4a4815dc4b65ee4160e72bfadf5aef6ed392,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0007431360427290201,0.000795515937841467
StackCube-v1,0,55,1.0,d0d4ad46c8672e28745623cb77ae4a4815dc4b65ee4160e72bfadf5aef6ed392,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0007431360427290201,0.000795515937841467
StackCube-v1,0,55,1.0,d0d4ad46c8672e28745623cb77ae4a4815dc4b65ee4160e72bfadf5aef6ed392,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0007431360427290201,0.000795515937841467
StackCube-v1,0,55,1.0,d0d4ad46c8672e28745623cb77ae4a4815dc4b65ee4160e72bfadf5aef6ed392,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0007431360427290201,0.000795515937841467
StackCube-v1,0,55,1.0,d0d4ad46c8672e28745623cb77ae4a4815dc4b65ee4160e72bfadf5aef6ed392,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0007431360427290201,0.000795515937841467
StackCube-v1,0,55,1.0,d0d4ad46c8672e28745623cb77ae4a4815dc4b65ee4160e72bfadf5aef6ed392,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0007431360427290201,0.000795515937841467
StackCube-v1,0,55,1.0,d0d4ad46c8672e28745623cb77ae4a4815dc4b65ee4160e72bfadf5aef6ed392,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.589630365371704,0.0,0.0,0.0,0.0007431360427290201,0.000795515937841467
StackCube-v1,1,0,0.0,f348a333498e870e91e3a39c0162255b252eaa787c97b148c149af95547eae81,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,3.91524600982666,3.91524600982666,1.0,0.15676230192184448,0.08870353732364147
StackCube-v1,1,0,0.0,f348a333498e870e91e3a39c0162255b252eaa787c97b148c149af95547eae81,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,3.91524600982666,3.91524600982666,1.0,0.15676230192184448,0.08870353732364147
StackCube-v1,1,0,0.0,f348a333498e870e91e3a39c0162255b252eaa787c97b148c149af95547eae81,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,3.91524600982666,3.91524600982666,1.0,0.15676230192184448,0.08870353732364147
StackCube-v1,1,0,0.0,f348a333498e870e91e3a39c0162255b252eaa787c97b148c149af95547eae81,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,3.91524600982666,3.91524600982666,1.0,0.15676230192184448,0.08870353732364147
StackCube-v1,1,0,0.0,f348a333498e870e91e3a39c0162255b252eaa787c97b148c149af95547eae81,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,3.91524600982666,3.91524600982666,1.0,0.15676230192184448,0.08870353732364147
StackCube-v1,1,0,0.0,f348a333498e870e91e3a39c0162255b252eaa787c97b148c149af95547eae81,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.91524600982666,3.91524600982666,3.91524600982666,1.0,0.15676230192184448,0.08870353732364147
StackCube-v1,1,0,0.0,f348a333498e870e91e3a39c0162255b252eaa787c97b148c149af95547eae81,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.91524600982666,3.91524600982666,3.91524600982666,1.0,0.15676230192184448,0.08870353732364147
StackCube-v1,1,5,0.09090909090909091,d3f49a0874433eaa4ed6180fd4d2fb9d5b53287665cb41f75fd7f3af40374a42,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,0.0,0.0,0.0,0.06735282391309738,0.08870418331529184
StackCube-v1,1,5,0.09090909090909091,d3f49a0874433eaa4ed6180fd4d2fb9d5b53287665cb41f75fd7f3af40374a42,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,0.0,0.0,0.0,0.06735282391309738,0.08870418331529184
StackCube-v1,1,5,0.09090909090909091,d3f49a0874433eaa4ed6180fd4d2fb9d5b53287665cb41f75fd7f3af40374a42,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,0.0,0.0,0.0,0.06735282391309738,0.08870418331529184
StackCube-v1,1,5,0.09090909090909091,d3f49a0874433eaa4ed6180fd4d2fb9d5b53287665cb41f75fd7f3af40374a42,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.91524600982666,0.0,0.0,0.0,0.06735282391309738,0.08870418331529184
