branch_file,branch_state_id,branch_valid,bridge_reduces_orientation_error,bridge_reduces_position_error,episode,error,final_orientation_error_rad,final_position_error_m,full_success,initial_orientation_error_rad,initial_position_error_m,k,max_command_rotation_rad,max_command_translation_m,perturbation_type,phase,state_id,target_timestep,task,teleport_violation,timestep
,eca4e09c1b9c8d13d8cfe00fa7099da436e1a5c02f8e37aefa729b618478c2d2,1,0,0,0,,2.1804306261390973,0.6319026336478195,0,0.35433122762581415,0.6175762050882901,3,0.12000000000000001,0.020000000000000004,object_pos_y-,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,3,PickCube-v1,0,0
,eca4e09c1b9c8d13d8cfe00fa7099da436e1a5c02f8e37aefa729b618478c2d2,1,0,0,0,,2.7045349904500253,0.6676504106798056,0,0.35433122762581415,0.6175762050882901,5,0.12000000000000001,0.020000000000000004,object_pos_y-,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,5,PickCube-v1,0,0
,24848911e6619d9f8ea310de89f06b46449936ff74d91ba688b9945f3db14c67,1,0,1,0,,0.963284116685458,0.5765648665267095,0,0.35433122762581415,0.6175762050882901,1,0.12,0.02,eef_joint_1+,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,1,PickCube-v1,0,0
,24848911e6619d9f8ea310de89f06b46449936ff74d91ba688b9945f3db14c67,1,0,0,0,,2.1801912005197277,0.6202608491542962,0,0.35433122762581415,0.6112200650420904,3,0.12000000000000002,0.02,eef_joint_1+,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,3,PickCube-v1,0,0
,24848911e6619d9f8ea310de89f06b46449936ff74d91ba688b9945f3db14c67,1,0,0,0,,2.720182631217208,0.6638170118100668,0,0.35433122762581415,0.6112200650420904,5,0.12000000000000002,0.02,eef_joint_1+,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,5,PickCube-v1,0,0
,d933b51a734b863dda869b5eb3f40db7450c73c566fbbfef7765f8102da442c3,1,0,1,0,,0.9628027338985115,0.5612214703045564,0,0.35433122762581415,0.6112200650420904,1,0.12,0.02,eef_joint_1-,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,1,PickCube-v1,0,0
,d933b51a734b863dda869b5eb3f40db7450c73c566fbbfef7765f8102da442c3,1,0,0,0,,2.1806629859605753,0.6439956525263061,0,0.35433122762581415,0.6245084226322847,3,0.12000000000000001,0.02,eef_joint_1-,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,3,PickCube-v1,0,0
,d933b51a734b863dda869b5eb3f40db7450c73c566fbbfef7765f8102da442c3,1,0,0,0,,2.691870241131302,0.6890042801999077,0,0.35433122762581415,0.6245084226322847,5,0.12000000000000001,0.02,eef_joint_1-,0.0,4adc8ca4eba39a48c3a140983806f4bf2903d4bac16ecb64fb547c8f36e8b7e3,5,PickCube-v1,0,0
experiments/counterfactual_tournament/maniskill_recovery_branches/pickcube_episode_000_t0005_object_pos_x+_k1_0005.pt,575db92fe6b030132a0d4698ac2cb4a360eb098899587039be9104406883a125,1,0,1,0,,1.0397100756898192,0.5835383789216481,1,0.6883166673853254,0.5914501289466854,1,0.12,0.02,object_pos_x+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,6,PickCube-v1,0,5
,575db92fe6b030132a0d4698ac2cb4a360eb098899587039be9104406883a125,1,0,0,0,,2.1872650703776224,0.6416296589599193,0,0.6883166673853254,0.583349426666395,3,0.12,0.02,object_pos_x+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,8,PickCube-v1,0,5
,575db92fe6b030132a0d4698ac2cb4a360eb098899587039be9104406883a125,1,0,0,0,,2.701071622802601,0.6937542363391959,0,0.6883166673853254,0.583349426666395,5,0.12000000000000001,0.02,object_pos_x+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,10,PickCube-v1,0,5
experiments/counterfactual_tournament/maniskill_recovery_branches/pickcube_episode_000_t0005_object_pos_x-_k1_0006.pt,9f86e4ed9c72809a353afaeb5391c47ea95f993b3deadb9dfdcf4916190c4ce8,1,0,1,0,,1.0390998428716645,0.5656891094693814,1,0.6883166673853254,0.5782121937937744,1,0.12,0.02,object_pos_x-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,6,PickCube-v1,0,5
,9f86e4ed9c72809a353afaeb5391c47ea95f993b3deadb9dfdcf4916190c4ce8,1,0,0,0,,2.1872650703776224,0.6416296589599193,0,0.6883166673853254,0.583349426666395,3,0.12,0.02,object_pos_x-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,8,PickCube-v1,0,5
,9f86e4ed9c72809a353afaeb5391c47ea95f993b3deadb9dfdcf4916190c4ce8,1,0,0,0,,2.701071622802601,0.6937542363391959,0,0.6883166673853254,0.583349426666395,5,0.12000000000000001,0.02,object_pos_x-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,10,PickCube-v1,0,5
experiments/counterfactual_tournament/maniskill_recovery_branches/pickcube_episode_000_t0005_object_pos_y+_k1_0007.pt,7c0323ea77bee8a208da97949cb4b440f13f244c7a80b1f90e4a2d39be1c8e16,1,0,1,0,,1.0390998428716645,0.5656891094693814,1,0.6883166673853254,0.5782121937937744,1,0.12,0.02,object_pos_y+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,6,PickCube-v1,0,5
,7c0323ea77bee8a208da97949cb4b440f13f244c7a80b1f90e4a2d39be1c8e16,1,0,0,0,,2.1872650703776224,0.6416296589599193,0,0.6883166673853254,0.583349426666395,3,0.12,0.02,object_pos_y+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,8,PickCube-v1,0,5
,7c0323ea77bee8a208da97949cb4b440f13f244c7a80b1f90e4a2d39be1c8e16,1,0,0,0,,2.701071622802601,0.6937542363391959,0,0.6883166673853254,0.583349426666395,5,0.12000000000000001,0.02,object_pos_y+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,10,PickCube-v1,0,5
experiments/counterfactual_tournament/maniskill_recovery_branches/pickcube_episode_000_t0005_object_pos_y-_k1_0008.pt,74ea335ce73602b9c63edb9a49b3685909cf5d9d782146e47896229ae9b5e890,1,0,1,0,,1.0390998428716645,0.5656891094693814,1,0.6883166673853254,0.5782121937937744,1,0.12,0.02,object_pos_y-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,6,PickCube-v1,0,5
,74ea335ce73602b9c63edb9a49b3685909cf5d9d782146e47896229ae9b5e890,1,0,0,0,,2.1872650703776224,0.6416296589599193,0,0.6883166673853254,0.583349426666395,3,0.12,0.02,object_pos_y-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,8,PickCube-v1,0,5
,74ea335ce73602b9c63edb9a49b3685909cf5d9d782146e47896229ae9b5e890,1,0,0,0,,2.701071622802601,0.6937542363391959,0,0.6883166673853254,0.583349426666395,5,0.12000000000000001,0.02,object_pos_y-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,10,PickCube-v1,0,5
,383c408bc53484206fe7509a64c12fea862532b180abc94c63cd1d30fb8da229,1,0,1,0,,1.039099793070221,0.5656890420630027,0,0.6883166673853254,0.5782121937937744,1,0.12,0.02,eef_joint_1+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,6,PickCube-v1,0,5
,383c408bc53484206fe7509a64c12fea862532b180abc94c63cd1d30fb8da229,1,0,0,0,,2.186649753289588,0.6300970014241046,0,0.6883166673853254,0.5706247808070357,3,0.12000000000000001,0.02,eef_joint_1+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,8,PickCube-v1,0,5
,383c408bc53484206fe7509a64c12fea862532b180abc94c63cd1d30fb8da229,1,0,0,0,,2.7006736423112963,0.6918092154132284,0,0.6883166673853254,0.5706247808070357,5,0.12000000000000001,0.020000000000000004,eef_joint_1+,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,10,PickCube-v1,0,5
,2d85d8b66401b56adb1b6b893d5dc882c8fa88b5674d3f68407a6213a200e644,1,0,1,0,,1.0384610718088267,0.5480248786013111,0,0.6883166673853254,0.5653719376931218,1,0.12,0.020000000000000004,eef_joint_1-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,6,PickCube-v1,0,5
,2d85d8b66401b56adb1b6b893d5dc882c8fa88b5674d3f68407a6213a200e644,1,0,0,0,,2.1878703653272953,0.6535900642111169,0,0.6883166673853254,0.5964733388026574,3,0.12000000000000001,0.02,eef_joint_1-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,8,PickCube-v1,0,5
,2d85d8b66401b56adb1b6b893d5dc882c8fa88b5674d3f68407a6213a200e644,1,0,0,0,,2.7014606135256414,0.6962973634284919,0,0.6883166673853254,0.5964733388026574,5,0.12000000000000001,0.020000000000000004,eef_joint_1-,0.1388888888888889,2b9a5b622494dcf40034226c27ab92f1d50aca45d68e0d18131acb035a8e7c11,10,PickCube-v1,0,5
,bf81e1752d8c7f8862d1be359993c1a47ecfd18edeb9915e07c78c3111f443fe,1,0,0,0,,1.101559893453099,0.6202137711152248,0,0.7182567529415915,0.5987268471793296,1,0.12000000000000001,0.02,object_pos_x+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,11,PickCube-v1,0,10
,bf81e1752d8c7f8862d1be359993c1a47ecfd18edeb9915e07c78c3111f443fe,1,0,0,0,,1.166104451130069,0.5861829269146744,0,0.7182567529415915,0.5850502838494699,3,0.12000000000000001,0.02,object_pos_x+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,13,PickCube-v1,0,10
,bf81e1752d8c7f8862d1be359993c1a47ecfd18edeb9915e07c78c3111f443fe,1,0,0,0,,1.165126062621022,0.5864954629276969,0,0.7182567529415915,0.5850502838494699,5,0.12000000000000001,0.020000000000000004,object_pos_x+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,15,PickCube-v1,0,10
,43800cebcd45f7b7e73d6440780552569c9454a7dcebf4acb1200dacfe68a7d3,1,0,0,0,,1.1003827697484723,0.6018443082497518,0,0.7182567529415915,0.5850502838494699,1,0.12000000000000001,0.02,object_pos_x-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,11,PickCube-v1,0,10
,43800cebcd45f7b7e73d6440780552569c9454a7dcebf4acb1200dacfe68a7d3,1,0,0,0,,1.165450181613856,0.5862282563186599,0,0.7182567529415915,0.5850502838494699,3,0.12000000000000001,0.02,object_pos_x-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,13,PickCube-v1,0,10
,43800cebcd45f7b7e73d6440780552569c9454a7dcebf4acb1200dacfe68a7d3,1,0,0,0,,1.1644599973958412,0.586552487391108,0,0.7182567529415915,0.5850502838494699,5,0.12000000000000001,0.02,object_pos_x-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,15,PickCube-v1,0,10
,32e7ab6310995cb502d2fe4da3116bb19e547c1846bbd7944a8d6f656fc62e3c,1,0,0,0,,1.1003831053963413,0.6020046988610285,0,0.7182567529415915,0.5850502838494699,1,0.12000000000000001,0.02,object_pos_y+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,11,PickCube-v1,0,10
,32e7ab6310995cb502d2fe4da3116bb19e547c1846bbd7944a8d6f656fc62e3c,1,0,0,0,,1.161129879543173,0.5879296164827943,0,0.7182567529415915,0.5850502838494699,3,0.12000000000000001,0.020000000000000004,object_pos_y+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,13,PickCube-v1,0,10
,32e7ab6310995cb502d2fe4da3116bb19e547c1846bbd7944a8d6f656fc62e3c,1,0,0,0,,1.1590241243641304,0.5888655908743282,0,0.7182567529415915,0.5850502838494699,5,0.12000000000000001,0.020000000000000004,object_pos_y+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,15,PickCube-v1,0,10
,5a0031f40af3eb68fc4ed792a26856d329c39181549e79ab08d239154e198ba4,1,0,0,0,,1.100527705133506,0.6017864572111853,0,0.7182567529415915,0.5850502838494699,1,0.12000000000000001,0.02,object_pos_y-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,11,PickCube-v1,0,10
,5a0031f40af3eb68fc4ed792a26856d329c39181549e79ab08d239154e198ba4,1,0,0,0,,1.1660841071545394,0.5861037991168242,0,0.7182567529415915,0.5850502838494699,3,0.12000000000000001,0.020000000000000004,object_pos_y-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,13,PickCube-v1,0,10
,5a0031f40af3eb68fc4ed792a26856d329c39181549e79ab08d239154e198ba4,1,0,0,0,,1.1650802251638455,0.5864256430122563,0,0.7182567529415915,0.5850502838494699,5,0.12000000000000001,0.020000000000000004,object_pos_y-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,15,PickCube-v1,0,10
,2f3272adc4989084ac6efcb917512c422695829c39431c499349476a631e8b47,1,0,0,0,,1.0709329065448419,0.6137141534114019,0,0.7182567529415915,0.5850502838494699,1,0.12000000000000001,0.02,eef_joint_1+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,11,PickCube-v1,0,10
,2f3272adc4989084ac6efcb917512c422695829c39431c499349476a631e8b47,1,0,0,0,,1.1031227431470578,0.5862595866700401,0,0.7182567529415915,0.5717463008972575,3,0.12000000000000001,0.020000000000000004,eef_joint_1+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,13,PickCube-v1,0,10
,2f3272adc4989084ac6efcb917512c422695829c39431c499349476a631e8b47,1,0,0,0,,1.1032547862886137,0.585720241999169,0,0.7182567529415915,0.5717463008972575,5,0.12000000000000001,0.020000000000000004,eef_joint_1+,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,15,PickCube-v1,0,10
,9aa26e3eb3e6219282db2acc856a87f45937d7914a48f66d1222da04e4d5bd65,1,0,0,0,,1.0898280259214361,0.5889545563803119,0,0.7182567529415915,0.5717463008972575,1,0.12000000000000001,0.020000000000000004,eef_joint_1-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,11,PickCube-v1,0,10
,9aa26e3eb3e6219282db2acc856a87f45937d7914a48f66d1222da04e4d5bd65,1,0,0,0,,1.1478550796513887,0.6083998522664534,0,0.7182567529415915,0.5987268471793296,3,0.12000000000000002,0.020000000000000004,eef_joint_1-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,13,PickCube-v1,0,10
,9aa26e3eb3e6219282db2acc856a87f45937d7914a48f66d1222da04e4d5bd65,1,0,0,0,,1.1488069658506201,0.6074433190597449,0,0.7182567529415915,0.5987268471793296,5,0.12000000000000002,0.020000000000000004,eef_joint_1-,0.2777777777777778,49c20ac1738560ea9ade65ffa3f8e741bce77f9966241b4be29b8b8897aad6d4,15,PickCube-v1,0,10
,5f03a00ba0fd15ae3d05fd92a1fa393a6f398215fd5856bb3dde9c0e036976e8,1,1,0,0,,0.7214720708495505,0.591580864143661,1,0.7214901501012669,0.5915791315001195,1,0.12000000000000001,0.020000000000000004,object_pos_x+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,16,PickCube-v1,0,15
,5f03a00ba0fd15ae3d05fd92a1fa393a6f398215fd5856bb3dde9c0e036976e8,1,0,0,0,,0.721550382250541,0.5779078010362476,1,0.7214901501012669,0.5778603251817425,3,0.12000000000000001,0.02,object_pos_x+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,18,PickCube-v1,0,15
,5f03a00ba0fd15ae3d05fd92a1fa393a6f398215fd5856bb3dde9c0e036976e8,1,0,0,0,,0.7215763455910666,0.5779147545885986,1,0.7214901501012669,0.5778603251817425,5,0.12000000000000001,0.02,object_pos_x+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,20,PickCube-v1,0,15
experiments/counterfactual_tournament/maniskill_recovery_branches/pickcube_episode_000_t0015_object_pos_x-_k1_0009.pt,fb36f2d53066c4a06e24b4e072862ec4fddb835be61560788e16bb4a3d1cf611,1,0,1,0,,0.7215004880469358,0.5778410465956415,1,0.7214901501012669,0.5778603251817425,1,0.12000000000000001,0.02,object_pos_x-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,16,PickCube-v1,0,15
,fb36f2d53066c4a06e24b4e072862ec4fddb835be61560788e16bb4a3d1cf611,1,0,0,0,,0.7215773148291288,0.5778863175074307,1,0.7214901501012669,0.5778603251817425,3,0.12000000000000001,0.02,object_pos_x-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,18,PickCube-v1,0,15
,fb36f2d53066c4a06e24b4e072862ec4fddb835be61560788e16bb4a3d1cf611,1,0,0,0,,0.7215873093255869,0.5778902681228949,1,0.7214901501012669,0.5778603251817425,5,0.12000000000000001,0.02,object_pos_x-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,20,PickCube-v1,0,15
,7c3d2ddcf1f5b222cd6f0be187692025c37f336cc13f2b85e6f362b765cbfd52,1,1,0,0,,0.7214417390558008,0.5778738056373838,1,0.7214901501012669,0.5778603251817425,1,0.12000000000000001,0.02,object_pos_y+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,16,PickCube-v1,0,15
,7c3d2ddcf1f5b222cd6f0be187692025c37f336cc13f2b85e6f362b765cbfd52,1,0,0,0,,0.7215302825741299,0.5779280888942094,1,0.7214901501012669,0.5778603251817425,3,0.12000000000000001,0.02,object_pos_y+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,18,PickCube-v1,0,15
,7c3d2ddcf1f5b222cd6f0be187692025c37f336cc13f2b85e6f362b765cbfd52,1,0,0,0,,0.7215324038950857,0.5779366688222599,1,0.7214901501012669,0.5778603251817425,5,0.12000000000000001,0.020000000000000004,object_pos_y+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,20,PickCube-v1,0,15
experiments/counterfactual_tournament/maniskill_recovery_branches/pickcube_episode_000_t0015_object_pos_y-_k1_0010.pt,412b463407fdb729c10573a4f54feb8b46025b6a5ea6a7d85893b6fd37d4201a,1,0,1,0,,0.7215090213915135,0.577839131133042,1,0.7214901501012669,0.5778603251817425,1,0.12000000000000001,0.02,object_pos_y-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,16,PickCube-v1,0,15
,412b463407fdb729c10573a4f54feb8b46025b6a5ea6a7d85893b6fd37d4201a,1,0,0,0,,0.7215728753901617,0.5778985638689484,1,0.7214901501012669,0.5778603251817425,3,0.12000000000000001,0.02,object_pos_y-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,18,PickCube-v1,0,15
,412b463407fdb729c10573a4f54feb8b46025b6a5ea6a7d85893b6fd37d4201a,1,0,0,0,,0.7215927594869102,0.5779077052595509,1,0.7214901501012669,0.5778603251817425,5,0.12000000000000001,0.020000000000000004,object_pos_y-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,20,PickCube-v1,0,15
,2570a4cb941eff0d92c54b05f59b859272bcdb1f7550b6b3ec744f8c65203d49,1,0,1,0,,0.7216550862555003,0.577839226617189,0,0.7214901501012669,0.5778603690610654,1,0.12000000000000001,0.02,eef_joint_1+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,16,PickCube-v1,0,15
,2570a4cb941eff0d92c54b05f59b859272bcdb1f7550b6b3ec744f8c65203d49,1,0,1,0,,0.721556945667079,0.5643982232659853,0,0.7214901501012669,0.5645168674029246,3,0.12000000000000001,0.020000000000000004,eef_joint_1+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,18,PickCube-v1,0,15
,2570a4cb941eff0d92c54b05f59b859272bcdb1f7550b6b3ec744f8c65203d49,1,0,1,0,,0.7215690593633505,0.5641849351029353,0,0.7214901501012669,0.5645168674029246,5,0.12000000000000001,0.020000000000000004,eef_joint_1+,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,20,PickCube-v1,0,15
,ae7204df679c02be63ab51cee7a81986c71618da67860a18cc338e90a7bb34be,1,1,0,0,,0.7213126297585717,0.564587417462336,0,0.7214901501012669,0.5645168224864249,1,0.12000000000000001,0.02,eef_joint_1-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,16,PickCube-v1,0,15
,ae7204df679c02be63ab51cee7a81986c71618da67860a18cc338e90a7bb34be,1,1,0,0,,0.7214218681959591,0.5918710222544081,0,0.7214901501012669,0.5915791315001195,3,0.12000000000000001,0.020000000000000004,eef_joint_1-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,18,PickCube-v1,0,15
,ae7204df679c02be63ab51cee7a81986c71618da67860a18cc338e90a7bb34be,1,1,0,0,,0.7214393820335883,0.5918610153509245,0,0.7214901501012669,0.5915791315001195,5,0.12000000000000001,0.020000000000000004,eef_joint_1-,0.4166666666666667,d73f667873ae923002c438258306b6929d1e6dd4536d3182b01255fb60986cfc,20,PickCube-v1,0,15
,83ef196b53d982537113334bd53327a8994aa6948ec53ec4ed19cfca1af07566,1,1,0,0,,0.7214832779260979,0.5931308024466888,1,0.7215507549447984,0.593056035112591,1,0.12,0.02,object_pos_x+,0.5555555555555556,c004a6fe2cff8cc13e92e889eda089fc87ca1fa1bcce216d62a1943c7d942f4b,21,PickCube-v1,0,20
